L,gm/Id,Vgs
4.5e-07,2.35862,1.69825
4.5e-07,2.36184,1.69735
4.5e-07,2.36508,1.69645
4.5e-07,2.36832,1.69555
4.5e-07,2.37157,1.69465
4.5e-07,2.37482,1.69375
4.5e-07,2.37808,1.69285
4.5e-07,2.38135,1.69195
4.5e-07,2.38463,1.69105
4.5e-07,2.38791,1.69015
4.5e-07,2.3912,1.68924
4.5e-07,2.3945,1.68834
4.5e-07,2.39781,1.68744
4.5e-07,2.40112,1.68654
4.5e-07,2.40444,1.68564
4.5e-07,2.40777,1.68474
4.5e-07,2.4111,1.68384
4.5e-07,2.41445,1.68294
4.5e-07,2.4178,1.68204
4.5e-07,2.42115,1.68114
4.5e-07,2.42452,1.68024
4.5e-07,2.42789,1.67934
4.5e-07,2.43127,1.67844
4.5e-07,2.43466,1.67754
4.5e-07,2.43805,1.67664
4.5e-07,2.44145,1.67574
4.5e-07,2.44486,1.67484
4.5e-07,2.44828,1.67394
4.5e-07,2.45171,1.67304
4.5e-07,2.45514,1.67214
4.5e-07,2.45858,1.67124
4.5e-07,2.46203,1.67034
4.5e-07,2.46548,1.66943
4.5e-07,2.46895,1.66853
4.5e-07,2.47242,1.66763
4.5e-07,2.4759,1.66673
4.5e-07,2.47939,1.66583
4.5e-07,2.48289,1.66493
4.5e-07,2.48639,1.66403
4.5e-07,2.4899,1.66313
4.5e-07,2.49342,1.66223
4.5e-07,2.49695,1.66133
4.5e-07,2.50049,1.66043
4.5e-07,2.50403,1.65953
4.5e-07,2.50758,1.65863
4.5e-07,2.51114,1.65773
4.5e-07,2.51471,1.65683
4.5e-07,2.51829,1.65593
4.5e-07,2.52188,1.65503
4.5e-07,2.52547,1.65413
4.5e-07,2.52907,1.65323
4.5e-07,2.53268,1.65233
4.5e-07,2.5363,1.65143
4.5e-07,2.53993,1.65053
4.5e-07,2.54357,1.64962
4.5e-07,2.54721,1.64872
4.5e-07,2.55086,1.64782
4.5e-07,2.55453,1.64692
4.5e-07,2.5582,1.64602
4.5e-07,2.56188,1.64512
4.5e-07,2.56556,1.64422
4.5e-07,2.56926,1.64332
4.5e-07,2.57297,1.64242
4.5e-07,2.57668,1.64152
4.5e-07,2.5804,1.64062
4.5e-07,2.58414,1.63972
4.5e-07,2.58788,1.63882
4.5e-07,2.59163,1.63792
4.5e-07,2.59539,1.63702
4.5e-07,2.59915,1.63612
4.5e-07,2.60293,1.63522
4.5e-07,2.60672,1.63432
4.5e-07,2.61051,1.63342
4.5e-07,2.61431,1.63252
4.5e-07,2.61813,1.63162
4.5e-07,2.62195,1.63072
4.5e-07,2.62578,1.62981
4.5e-07,2.62962,1.62891
4.5e-07,2.63347,1.62801
4.5e-07,2.63733,1.62711
4.5e-07,2.6412,1.62621
4.5e-07,2.64508,1.62531
4.5e-07,2.64897,1.62441
4.5e-07,2.65287,1.62351
4.5e-07,2.65677,1.62261
4.5e-07,2.66069,1.62171
4.5e-07,2.66462,1.62081
4.5e-07,2.66855,1.61991
4.5e-07,2.6725,1.61901
4.5e-07,2.67645,1.61811
4.5e-07,2.68042,1.61721
4.5e-07,2.68439,1.61631
4.5e-07,2.68838,1.61541
4.5e-07,2.69237,1.61451
4.5e-07,2.69638,1.61361
4.5e-07,2.70039,1.61271
4.5e-07,2.70442,1.61181
4.5e-07,2.70845,1.61091
4.5e-07,2.7125,1.61001
4.5e-07,2.71655,1.6091
4.5e-07,2.72062,1.6082
4.5e-07,2.72469,1.6073
4.5e-07,2.72878,1.6064
4.5e-07,2.73288,1.6055
4.5e-07,2.73698,1.6046
4.5e-07,2.7411,1.6037
4.5e-07,2.74523,1.6028
4.5e-07,2.74936,1.6019
4.5e-07,2.75351,1.601
4.5e-07,2.75767,1.6001
4.5e-07,2.76184,1.5992
4.5e-07,2.76602,1.5983
4.5e-07,2.77021,1.5974
4.5e-07,2.77441,1.5965
4.5e-07,2.77862,1.5956
4.5e-07,2.78285,1.5947
4.5e-07,2.78708,1.5938
4.5e-07,2.79132,1.5929
4.5e-07,2.79558,1.592
4.5e-07,2.79985,1.5911
4.5e-07,2.80412,1.5902
4.5e-07,2.80841,1.58929
4.5e-07,2.81271,1.58839
4.5e-07,2.81702,1.58749
4.5e-07,2.82135,1.58659
4.5e-07,2.82568,1.58569
4.5e-07,2.83002,1.58479
4.5e-07,2.83438,1.58389
4.5e-07,2.83875,1.58299
4.5e-07,2.84313,1.58209
4.5e-07,2.84752,1.58119
4.5e-07,2.85192,1.58029
4.5e-07,2.85633,1.57939
4.5e-07,2.86076,1.57849
4.5e-07,2.86519,1.57759
4.5e-07,2.86964,1.57669
4.5e-07,2.8741,1.57579
4.5e-07,2.87858,1.57489
4.5e-07,2.88306,1.57399
4.5e-07,2.88756,1.57309
4.5e-07,2.89206,1.57219
4.5e-07,2.89658,1.57129
4.5e-07,2.90112,1.57039
4.5e-07,2.90566,1.56948
4.5e-07,2.91022,1.56858
4.5e-07,2.91479,1.56768
4.5e-07,2.91937,1.56678
4.5e-07,2.92396,1.56588
4.5e-07,2.92857,1.56498
4.5e-07,2.93318,1.56408
4.5e-07,2.93782,1.56318
4.5e-07,2.94246,1.56228
4.5e-07,2.94711,1.56138
4.5e-07,2.95178,1.56048
4.5e-07,2.95646,1.55958
4.5e-07,2.96116,1.55868
4.5e-07,2.96586,1.55778
4.5e-07,2.97058,1.55688
4.5e-07,2.97532,1.55598
4.5e-07,2.98006,1.55508
4.5e-07,2.98482,1.55418
4.5e-07,2.98959,1.55328
4.5e-07,2.99438,1.55238
4.5e-07,2.99918,1.55148
4.5e-07,3.00399,1.55058
4.5e-07,3.00881,1.54967
4.5e-07,3.01365,1.54877
4.5e-07,3.0185,1.54787
4.5e-07,3.02337,1.54697
4.5e-07,3.02825,1.54607
4.5e-07,3.03314,1.54517
4.5e-07,3.03804,1.54427
4.5e-07,3.04296,1.54337
4.5e-07,3.0479,1.54247
4.5e-07,3.05284,1.54157
4.5e-07,3.05781,1.54067
4.5e-07,3.06278,1.53977
4.5e-07,3.06777,1.53887
4.5e-07,3.07277,1.53797
4.5e-07,3.07779,1.53707
4.5e-07,3.08282,1.53617
4.5e-07,3.08787,1.53527
4.5e-07,3.09293,1.53437
4.5e-07,3.098,1.53347
4.5e-07,3.10309,1.53257
4.5e-07,3.1082,1.53167
4.5e-07,3.11332,1.53077
4.5e-07,3.11845,1.52986
4.5e-07,3.1236,1.52896
4.5e-07,3.12876,1.52806
4.5e-07,3.13394,1.52716
4.5e-07,3.13913,1.52626
4.5e-07,3.14434,1.52536
4.5e-07,3.14956,1.52446
4.5e-07,3.1548,1.52356
4.5e-07,3.16005,1.52266
4.5e-07,3.16532,1.52176
4.5e-07,3.1706,1.52086
4.5e-07,3.1759,1.51996
4.5e-07,3.18121,1.51906
4.5e-07,3.18654,1.51816
4.5e-07,3.19189,1.51726
4.5e-07,3.19725,1.51636
4.5e-07,3.20263,1.51546
4.5e-07,3.20802,1.51456
4.5e-07,3.21343,1.51366
4.5e-07,3.21885,1.51276
4.5e-07,3.22429,1.51186
4.5e-07,3.22975,1.51096
4.5e-07,3.23522,1.51006
4.5e-07,3.24071,1.50915
4.5e-07,3.24622,1.50825
4.5e-07,3.25174,1.50735
4.5e-07,3.25728,1.50645
4.5e-07,3.26284,1.50555
4.5e-07,3.26841,1.50465
4.5e-07,3.274,1.50375
4.5e-07,3.2796,1.50285
4.5e-07,3.28522,1.50195
4.5e-07,3.29086,1.50105
4.5e-07,3.29652,1.50015
4.5e-07,3.30219,1.49925
4.5e-07,3.30788,1.49835
4.5e-07,3.31359,1.49745
4.5e-07,3.31931,1.49655
4.5e-07,3.32506,1.49565
4.5e-07,3.33082,1.49475
4.5e-07,3.33659,1.49385
4.5e-07,3.34239,1.49295
4.5e-07,3.3482,1.49205
4.5e-07,3.35403,1.49115
4.5e-07,3.35988,1.49025
4.5e-07,3.36575,1.48934
4.5e-07,3.37163,1.48844
4.5e-07,3.37754,1.48754
4.5e-07,3.38346,1.48664
4.5e-07,3.3894,1.48574
4.5e-07,3.39536,1.48484
4.5e-07,3.40133,1.48394
4.5e-07,3.40733,1.48304
4.5e-07,3.41334,1.48214
4.5e-07,3.41938,1.48124
4.5e-07,3.42543,1.48034
4.5e-07,3.4315,1.47944
4.5e-07,3.43759,1.47854
4.5e-07,3.4437,1.47764
4.5e-07,3.44982,1.47674
4.5e-07,3.45597,1.47584
4.5e-07,3.46214,1.47494
4.5e-07,3.46832,1.47404
4.5e-07,3.47453,1.47314
4.5e-07,3.48076,1.47224
4.5e-07,3.487,1.47134
4.5e-07,3.49327,1.47044
4.5e-07,3.49955,1.46953
4.5e-07,3.50586,1.46863
4.5e-07,3.51218,1.46773
4.5e-07,3.51853,1.46683
4.5e-07,3.5249,1.46593
4.5e-07,3.53128,1.46503
4.5e-07,3.53769,1.46413
4.5e-07,3.54412,1.46323
4.5e-07,3.55057,1.46233
4.5e-07,3.55704,1.46143
4.5e-07,3.56353,1.46053
4.5e-07,3.57004,1.45963
4.5e-07,3.57657,1.45873
4.5e-07,3.58313,1.45783
4.5e-07,3.5897,1.45693
4.5e-07,3.5963,1.45603
4.5e-07,3.60292,1.45513
4.5e-07,3.60956,1.45423
4.5e-07,3.61622,1.45333
4.5e-07,3.62291,1.45243
4.5e-07,3.62961,1.45153
4.5e-07,3.63634,1.45063
4.5e-07,3.64309,1.44972
4.5e-07,3.64986,1.44882
4.5e-07,3.65666,1.44792
4.5e-07,3.66348,1.44702
4.5e-07,3.67032,1.44612
4.5e-07,3.67718,1.44522
4.5e-07,3.68407,1.44432
4.5e-07,3.69098,1.44342
4.5e-07,3.69791,1.44252
4.5e-07,3.70487,1.44162
4.5e-07,3.71185,1.44072
4.5e-07,3.71885,1.43982
4.5e-07,3.72588,1.43892
4.5e-07,3.73293,1.43802
4.5e-07,3.74,1.43712
4.5e-07,3.7471,1.43622
4.5e-07,3.75422,1.43532
4.5e-07,3.76137,1.43442
4.5e-07,3.76854,1.43352
4.5e-07,3.77574,1.43262
4.5e-07,3.78296,1.43172
4.5e-07,3.7902,1.43082
4.5e-07,3.79747,1.42991
4.5e-07,3.80477,1.42901
4.5e-07,3.81209,1.42811
4.5e-07,3.81943,1.42721
4.5e-07,3.8268,1.42631
4.5e-07,3.8342,1.42541
4.5e-07,3.84162,1.42451
4.5e-07,3.84907,1.42361
4.5e-07,3.85654,1.42271
4.5e-07,3.86404,1.42181
4.5e-07,3.87157,1.42091
4.5e-07,3.87912,1.42001
4.5e-07,3.8867,1.41911
4.5e-07,3.89431,1.41821
4.5e-07,3.90194,1.41731
4.5e-07,3.9096,1.41641
4.5e-07,3.91728,1.41551
4.5e-07,3.92499,1.41461
4.5e-07,3.93273,1.41371
4.5e-07,3.9405,1.41281
4.5e-07,3.9483,1.41191
4.5e-07,3.95612,1.41101
4.5e-07,3.96397,1.41011
4.5e-07,3.97185,1.4092
4.5e-07,3.97976,1.4083
4.5e-07,3.98769,1.4074
4.5e-07,3.99566,1.4065
4.5e-07,4.00365,1.4056
4.5e-07,4.01167,1.4047
4.5e-07,4.01972,1.4038
4.5e-07,4.0278,1.4029
4.5e-07,4.03591,1.402
4.5e-07,4.04404,1.4011
4.5e-07,4.05221,1.4002
4.5e-07,4.06041,1.3993
4.5e-07,4.06864,1.3984
4.5e-07,4.07689,1.3975
4.5e-07,4.08518,1.3966
4.5e-07,4.0935,1.3957
4.5e-07,4.10184,1.3948
4.5e-07,4.11022,1.3939
4.5e-07,4.11863,1.393
4.5e-07,4.12707,1.3921
4.5e-07,4.13554,1.3912
4.5e-07,4.14405,1.3903
4.5e-07,4.15258,1.38939
4.5e-07,4.16115,1.38849
4.5e-07,4.16974,1.38759
4.5e-07,4.17837,1.38669
4.5e-07,4.18704,1.38579
4.5e-07,4.19573,1.38489
4.5e-07,4.20446,1.38399
4.5e-07,4.21322,1.38309
4.5e-07,4.22201,1.38219
4.5e-07,4.23083,1.38129
4.5e-07,4.23969,1.38039
4.5e-07,4.24858,1.37949
4.5e-07,4.25751,1.37859
4.5e-07,4.26647,1.37769
4.5e-07,4.27546,1.37679
4.5e-07,4.28449,1.37589
4.5e-07,4.29355,1.37499
4.5e-07,4.30265,1.37409
4.5e-07,4.31178,1.37319
4.5e-07,4.32095,1.37229
4.5e-07,4.33015,1.37139
4.5e-07,4.33938,1.37049
4.5e-07,4.34866,1.36958
4.5e-07,4.35796,1.36868
4.5e-07,4.36731,1.36778
4.5e-07,4.37669,1.36688
4.5e-07,4.3861,1.36598
4.5e-07,4.39556,1.36508
4.5e-07,4.40504,1.36418
4.5e-07,4.41457,1.36328
4.5e-07,4.42413,1.36238
4.5e-07,4.43373,1.36148
4.5e-07,4.44337,1.36058
4.5e-07,4.45305,1.35968
4.5e-07,4.46276,1.35878
4.5e-07,4.47251,1.35788
4.5e-07,4.4823,1.35698
4.5e-07,4.49213,1.35608
4.5e-07,4.502,1.35518
4.5e-07,4.51191,1.35428
4.5e-07,4.52185,1.35338
4.5e-07,4.53184,1.35248
4.5e-07,4.54186,1.35158
4.5e-07,4.55193,1.35068
4.5e-07,4.56204,1.34977
4.5e-07,4.57218,1.34887
4.5e-07,4.58237,1.34797
4.5e-07,4.59259,1.34707
4.5e-07,4.60286,1.34617
4.5e-07,4.61317,1.34527
4.5e-07,4.62352,1.34437
4.5e-07,4.63391,1.34347
4.5e-07,4.64435,1.34257
4.5e-07,4.65483,1.34167
4.5e-07,4.66535,1.34077
4.5e-07,4.67591,1.33987
4.5e-07,4.68651,1.33897
4.5e-07,4.69716,1.33807
4.5e-07,4.70785,1.33717
4.5e-07,4.71859,1.33627
4.5e-07,4.72937,1.33537
4.5e-07,4.74019,1.33447
4.5e-07,4.75106,1.33357
4.5e-07,4.76197,1.33267
4.5e-07,4.77293,1.33177
4.5e-07,4.78393,1.33087
4.5e-07,4.79498,1.32996
4.5e-07,4.80607,1.32906
4.5e-07,4.81722,1.32816
4.5e-07,4.8284,1.32726
4.5e-07,4.83963,1.32636
4.5e-07,4.85091,1.32546
4.5e-07,4.86224,1.32456
4.5e-07,4.87362,1.32366
4.5e-07,4.88504,1.32276
4.5e-07,4.89651,1.32186
4.5e-07,4.90803,1.32096
4.5e-07,4.91959,1.32006
4.5e-07,4.93121,1.31916
4.5e-07,4.94287,1.31826
4.5e-07,4.95459,1.31736
4.5e-07,4.96635,1.31646
4.5e-07,4.97816,1.31556
4.5e-07,4.99003,1.31466
4.5e-07,5.00194,1.31376
4.5e-07,5.01391,1.31286
4.5e-07,5.02592,1.31196
4.5e-07,5.03799,1.31106
4.5e-07,5.05011,1.31016
4.5e-07,5.06228,1.30925
4.5e-07,5.0745,1.30835
4.5e-07,5.08678,1.30745
4.5e-07,5.09911,1.30655
4.5e-07,5.11149,1.30565
4.5e-07,5.12392,1.30475
4.5e-07,5.13641,1.30385
4.5e-07,5.14896,1.30295
4.5e-07,5.16155,1.30205
4.5e-07,5.17421,1.30115
4.5e-07,5.18691,1.30025
4.5e-07,5.19968,1.29935
4.5e-07,5.2125,1.29845
4.5e-07,5.22537,1.29755
4.5e-07,5.2383,1.29665
4.5e-07,5.25129,1.29575
4.5e-07,5.26434,1.29485
4.5e-07,5.27744,1.29395
4.5e-07,5.2906,1.29305
4.5e-07,5.30382,1.29215
4.5e-07,5.3171,1.29125
4.5e-07,5.33043,1.29035
4.5e-07,5.34383,1.28944
4.5e-07,5.35728,1.28854
4.5e-07,5.37079,1.28764
4.5e-07,5.38437,1.28674
4.5e-07,5.398,1.28584
4.5e-07,5.4117,1.28494
4.5e-07,5.42546,1.28404
4.5e-07,5.43928,1.28314
4.5e-07,5.45316,1.28224
4.5e-07,5.4671,1.28134
4.5e-07,5.48111,1.28044
4.5e-07,5.49517,1.27954
4.5e-07,5.50931,1.27864
4.5e-07,5.5235,1.27774
4.5e-07,5.53776,1.27684
4.5e-07,5.55209,1.27594
4.5e-07,5.56648,1.27504
4.5e-07,5.58093,1.27414
4.5e-07,5.59546,1.27324
4.5e-07,5.61004,1.27234
4.5e-07,5.6247,1.27144
4.5e-07,5.63942,1.27054
4.5e-07,5.65421,1.26963
4.5e-07,5.66906,1.26873
4.5e-07,5.68399,1.26783
4.5e-07,5.69898,1.26693
4.5e-07,5.71404,1.26603
4.5e-07,5.72917,1.26513
4.5e-07,5.74437,1.26423
4.5e-07,5.75964,1.26333
4.5e-07,5.77498,1.26243
4.5e-07,5.79039,1.26153
4.5e-07,5.80588,1.26063
4.5e-07,5.82143,1.25973
4.5e-07,5.83706,1.25883
4.5e-07,5.85276,1.25793
4.5e-07,5.86853,1.25703
4.5e-07,5.88438,1.25613
4.5e-07,5.9003,1.25523
4.5e-07,5.9163,1.25433
4.5e-07,5.93237,1.25343
4.5e-07,5.94851,1.25253
4.5e-07,5.96473,1.25163
4.5e-07,5.98103,1.25073
4.5e-07,5.9974,1.24982
4.5e-07,6.01385,1.24892
4.5e-07,6.03038,1.24802
4.5e-07,6.04699,1.24712
4.5e-07,6.06367,1.24622
4.5e-07,6.08043,1.24532
4.5e-07,6.09727,1.24442
4.5e-07,6.1142,1.24352
4.5e-07,6.1312,1.24262
4.5e-07,6.14828,1.24172
4.5e-07,6.16545,1.24082
4.5e-07,6.18269,1.23992
4.5e-07,6.20002,1.23902
4.5e-07,6.21743,1.23812
4.5e-07,6.23492,1.23722
4.5e-07,6.2525,1.23632
4.5e-07,6.27016,1.23542
4.5e-07,6.2879,1.23452
4.5e-07,6.30573,1.23362
4.5e-07,6.32365,1.23272
4.5e-07,6.34165,1.23182
4.5e-07,6.35974,1.23092
4.5e-07,6.37791,1.23002
4.5e-07,6.39618,1.22911
4.5e-07,6.41452,1.22821
4.5e-07,6.43296,1.22731
4.5e-07,6.45149,1.22641
4.5e-07,6.47011,1.22551
4.5e-07,6.48881,1.22461
4.5e-07,6.50761,1.22371
4.5e-07,6.5265,1.22281
4.5e-07,6.54547,1.22191
4.5e-07,6.56455,1.22101
4.5e-07,6.58371,1.22011
4.5e-07,6.60296,1.21921
4.5e-07,6.62231,1.21831
4.5e-07,6.64176,1.21741
4.5e-07,6.66129,1.21651
4.5e-07,6.68093,1.21561
4.5e-07,6.70065,1.21471
4.5e-07,6.72048,1.21381
4.5e-07,6.7404,1.21291
4.5e-07,6.76042,1.21201
4.5e-07,6.78053,1.21111
4.5e-07,6.80075,1.21021
4.5e-07,6.82106,1.2093
4.5e-07,6.84147,1.2084
4.5e-07,6.86198,1.2075
4.5e-07,6.88259,1.2066
4.5e-07,6.9033,1.2057
4.5e-07,6.92411,1.2048
4.5e-07,6.94503,1.2039
4.5e-07,6.96604,1.203
4.5e-07,6.98716,1.2021
4.5e-07,7.00839,1.2012
4.5e-07,7.02971,1.2003
4.5e-07,7.05115,1.1994
4.5e-07,7.07268,1.1985
4.5e-07,7.09432,1.1976
4.5e-07,7.11607,1.1967
4.5e-07,7.13793,1.1958
4.5e-07,7.15989,1.1949
4.5e-07,7.18196,1.194
4.5e-07,7.20413,1.1931
4.5e-07,7.22642,1.1922
4.5e-07,7.24882,1.1913
4.5e-07,7.27132,1.1904
4.5e-07,7.29394,1.18949
4.5e-07,7.31666,1.18859
4.5e-07,7.3395,1.18769
4.5e-07,7.36245,1.18679
4.5e-07,7.38551,1.18589
4.5e-07,7.40869,1.18499
4.5e-07,7.43197,1.18409
4.5e-07,7.45538,1.18319
4.5e-07,7.47889,1.18229
4.5e-07,7.50253,1.18139
4.5e-07,7.52627,1.18049
4.5e-07,7.55014,1.17959
4.5e-07,7.57412,1.17869
4.5e-07,7.59822,1.17779
4.5e-07,7.62243,1.17689
4.5e-07,7.64677,1.17599
4.5e-07,7.67122,1.17509
4.5e-07,7.69579,1.17419
4.5e-07,7.72048,1.17329
4.5e-07,7.74529,1.17239
4.5e-07,7.77023,1.17149
4.5e-07,7.79528,1.17059
4.5e-07,7.82046,1.16968
4.5e-07,7.84575,1.16878
4.5e-07,7.87117,1.16788
4.5e-07,7.89672,1.16698
4.5e-07,7.92238,1.16608
4.5e-07,7.94818,1.16518
4.5e-07,7.97409,1.16428
4.5e-07,8.00013,1.16338
4.5e-07,8.0263,1.16248
4.5e-07,8.05259,1.16158
4.5e-07,8.07901,1.16068
4.5e-07,8.10556,1.15978
4.5e-07,8.13223,1.15888
4.5e-07,8.15903,1.15798
4.5e-07,8.18596,1.15708
4.5e-07,8.21302,1.15618
4.5e-07,8.24021,1.15528
4.5e-07,8.26753,1.15438
4.5e-07,8.29498,1.15348
4.5e-07,8.32255,1.15258
4.5e-07,8.35026,1.15168
4.5e-07,8.3781,1.15078
4.5e-07,8.40607,1.14987
4.5e-07,8.43418,1.14897
4.5e-07,8.46241,1.14807
4.5e-07,8.49078,1.14717
4.5e-07,8.51928,1.14627
4.5e-07,8.54791,1.14537
4.5e-07,8.57668,1.14447
4.5e-07,8.60558,1.14357
4.5e-07,8.63462,1.14267
4.5e-07,8.66379,1.14177
4.5e-07,8.6931,1.14087
4.5e-07,8.72254,1.13997
4.5e-07,8.75211,1.13907
4.5e-07,8.78183,1.13817
4.5e-07,8.81167,1.13727
4.5e-07,8.84166,1.13637
4.5e-07,8.87178,1.13547
4.5e-07,8.90204,1.13457
4.5e-07,8.93243,1.13367
4.5e-07,8.96296,1.13277
4.5e-07,8.99363,1.13187
4.5e-07,9.02444,1.13097
4.5e-07,9.05538,1.13007
4.5e-07,9.08646,1.12916
4.5e-07,9.11768,1.12826
4.5e-07,9.14904,1.12736
4.5e-07,9.18053,1.12646
4.5e-07,9.21217,1.12556
4.5e-07,9.24394,1.12466
4.5e-07,9.27585,1.12376
4.5e-07,9.30789,1.12286
4.5e-07,9.34008,1.12196
4.5e-07,9.3724,1.12106
4.5e-07,9.40487,1.12016
4.5e-07,9.43747,1.11926
4.5e-07,9.4702,1.11836
4.5e-07,9.50308,1.11746
4.5e-07,9.5361,1.11656
4.5e-07,9.56925,1.11566
4.5e-07,9.60254,1.11476
4.5e-07,9.63597,1.11386
4.5e-07,9.66953,1.11296
4.5e-07,9.70323,1.11206
4.5e-07,9.73707,1.11116
4.5e-07,9.77105,1.11026
4.5e-07,9.80516,1.10935
4.5e-07,9.83941,1.10845
4.5e-07,9.87379,1.10755
4.5e-07,9.90831,1.10665
4.5e-07,9.94297,1.10575
4.5e-07,9.97775,1.10485
4.5e-07,10.0127,1.10395
4.5e-07,10.0477,1.10305
4.5e-07,10.0829,1.10215
4.5e-07,10.1182,1.10125
4.5e-07,10.1537,1.10035
4.5e-07,10.1893,1.09945
4.5e-07,10.225,1.09855
4.5e-07,10.2609,1.09765
4.5e-07,10.2968,1.09675
4.5e-07,10.333,1.09585
4.5e-07,10.3692,1.09495
4.5e-07,10.4056,1.09405
4.5e-07,10.442,1.09315
4.5e-07,10.4787,1.09225
4.5e-07,10.5154,1.09135
4.5e-07,10.5523,1.09045
4.5e-07,10.5893,1.08954
4.5e-07,10.6264,1.08864
4.5e-07,10.6636,1.08774
4.5e-07,10.701,1.08684
4.5e-07,10.7385,1.08594
4.5e-07,10.7761,1.08504
4.5e-07,10.8138,1.08414
4.5e-07,10.8516,1.08324
4.5e-07,10.8896,1.08234
4.5e-07,10.9276,1.08144
4.5e-07,10.9658,1.08054
4.5e-07,11.0041,1.07964
4.5e-07,11.0425,1.07874
4.5e-07,11.081,1.07784
4.5e-07,11.1196,1.07694
4.5e-07,11.1583,1.07604
4.5e-07,11.1972,1.07514
4.5e-07,11.2361,1.07424
4.5e-07,11.2751,1.07334
4.5e-07,11.3143,1.07244
4.5e-07,11.3535,1.07154
4.5e-07,11.3928,1.07064
4.5e-07,11.4322,1.06973
4.5e-07,11.4717,1.06883
4.5e-07,11.5114,1.06793
4.5e-07,11.5511,1.06703
4.5e-07,11.5908,1.06613
4.5e-07,11.6307,1.06523
4.5e-07,11.6707,1.06433
4.5e-07,11.7107,1.06343
4.5e-07,11.7508,1.06253
4.5e-07,11.791,1.06163
4.5e-07,11.8313,1.06073
4.5e-07,11.8716,1.05983
